account_id,avg_weekly_logins,feature_adoption_pct,support_tickets,avg_ticket_sentiment,contract_age_days,renewal_window_days,logins_trend,days_since_last_login,adoption_trend,contract_stage,company_size,industry,region,payment_status,primary_churn_reason,renewed
ACC-00780,64,0.0226,4,-0.641,579,27,3.81,47,-0.0116,Legacy,SMB,Finance,North America,Late (5-14d),Inactive User,1
ACC-00781,62,0.8781,3,-0.854,1050,63,-3.02,52,-0.0691,Legacy,Mid-Market,Finance,Europe,Failed,Inactive User,0
ACC-00782,68,0.8685,2,0.1747,1026,29,-3.94,48,0.0326,Legacy,Enterprise,Retail,Europe,Late (5-14d),Inactive User,1
ACC-00783,43,0.3243,2,0.1378,980,51,-3.02,15,-0.011,Legacy,Mid-Market,Finance,North America,Late (5-14d),Payment Problems,1
ACC-00784,59,0.6961,4,0.0666,318,50,-2.21,15,-0.0798,Mature,SMB,Finance,Europe,Late (5-14d),Adoption Declining,0
ACC-00785,52,0.2627,1,0.9712,225,88,3.1,39,0.0762,Mature,SMB,Manufacturing,North America,Failed,Inactive User,1
ACC-00786,19,0.7484,6,0.0631,627,53,-6.96,37,-0.0213,Legacy,SMB,Manufacturing,APAC,On-Time,Inactive User,0
ACC-00787,21,0.5587,3,0.4436,546,46,6.41,17,0.0258,Legacy,Mid-Market,Technology,North America,Late (15-29d),Payment Problems,1
ACC-00788,22,0.3082,2,-0.7742,894,57,-3.2,22,0.0822,Legacy,Mid-Market,Finance,APAC,Late (5-14d),Support Issues,0
ACC-00789,9,0.4042,3,-0.4021,835,48,-7.32,45,-0.0017,Legacy,Mid-Market,Healthcare,North America,On-Time,Inactive User,0
ACC-00790,9,0.6823,5,-0.4491,844,13,0.93,47,0.0007,Legacy,SMB,Finance,North America,Late (15-29d),Inactive User,0
ACC-00791,73,0.8899,3,0.152,257,56,12.02,39,0.0719,Mature,Mid-Market,Finance,Europe,On-Time,Inactive User,1
ACC-00792,27,0.1455,2,-0.3384,245,54,-4.2,17,-0.0147,Mature,Mid-Market,Technology,APAC,Failed,Low Feature Adoption,0
ACC-00793,17,0.5685,0,0.2821,977,12,0.64,45,0.0537,Legacy,SMB,Healthcare,Europe,Late (15-29d),Inactive User,1
ACC-00794,44,0.2636,4,0.3802,44,15,0.71,48,-0.0037,Growth,Enterprise,Technology,North America,Late (15-29d),Inactive User,0
ACC-00795,45,0.7893,4,-0.9326,76,63,9.43,21,0.0085,Growth,Enterprise,Finance,APAC,Late (15-29d),Support Issues,0
ACC-00796,8,0.0874,3,0.2795,353,37,-4.69,53,0.0078,Mature,SMB,Healthcare,North America,Late (5-14d),Inactive User,0
ACC-00797,18,0.6814,6,-0.7664,873,27,4.68,39,-0.0185,Legacy,SMB,Finance,APAC,Late (15-29d),Inactive User,0
ACC-00798,33,0.1879,3,-0.0697,159,46,-7.12,29,-0.0267,Mature,Enterprise,Technology,LATAM,Failed,Low Feature Adoption,1
ACC-00799,1,0.5925,1,0.4532,124,51,1.11,47,-0.0326,Mature,Mid-Market,Technology,APAC,Failed,Low Engagement,1
ACC-00800,76,0.8223,1,0.4067,656,83,3.68,54,-0.0648,Legacy,SMB,Manufacturing,LATAM,Late (15-29d),Inactive User,0
ACC-00801,6,0.7449,4,-0.4004,784,55,5.02,55,-0.0223,Legacy,Enterprise,Healthcare,North America,On-Time,Inactive User,0
ACC-00802,41,0.7428,3,-0.4553,823,26,-6.84,41,-0.0133,Legacy,Mid-Market,Manufacturing,North America,Late (5-14d),Inactive User,0
ACC-00803,55,0.5171,1,-0.1195,98,23,-10.06,41,0.0204,Mature,SMB,Healthcare,Europe,On-Time,Inactive User,0
ACC-00804,5,0.8751,1,-0.6227,40,34,-0.99,52,-0.0046,Growth,Enterprise,Retail,LATAM,Late (5-14d),Inactive User,0
ACC-00805,59,0.5846,1,0.9494,901,47,-2.85,17,0.0539,Legacy,Mid-Market,Healthcare,Europe,Late (5-14d),Payment Problems,0
ACC-00806,18,0.9008,2,-0.3102,579,72,-7.1,52,0.0516,Legacy,Mid-Market,Finance,LATAM,Failed,Inactive User,0
ACC-00807,49,0.5447,3,0.846,741,31,-6.53,17,0.0673,Legacy,Enterprise,Healthcare,North America,Late (5-14d),Payment Problems,0
ACC-00808,65,0.5057,1,0.8165,52,64,-2.39,40,-0.0101,Growth,Mid-Market,Manufacturing,Europe,Late (15-29d),Inactive User,1
ACC-00809,54,0.2335,2,-0.2703,844,47,8.55,52,-0.0256,Legacy,Enterprise,Technology,LATAM,Late (5-14d),Inactive User,1
ACC-00810,61,0.543,2,-0.4918,375,12,-6.16,0,-0.0684,Legacy,Enterprise,Technology,Europe,Failed,Adoption Declining,0
ACC-00811,8,0.155,4,0.5417,331,81,4.46,56,0.0654,Mature,Mid-Market,Healthcare,North America,Failed,Inactive User,0
ACC-00812,3,0.8549,2,-0.5412,392,44,-7.36,47,-0.0577,Legacy,Enterprise,Retail,LATAM,Late (5-14d),Low Engagement,0
ACC-00813,25,0.6689,3,0.0425,425,12,-3.77,41,-0.0451,Legacy,Enterprise,Technology,APAC,Late (5-14d),Inactive User,0
ACC-00814,69,0.9739,3,-0.7786,247,51,-7.66,14,0.0113,Mature,SMB,Technology,LATAM,Late (5-14d),Support Issues,0
ACC-00815,55,0.1084,2,-0.2281,170,81,10.86,4,-0.0154,Mature,Enterprise,Technology,North America,On-Time,Low Feature Adoption,0
ACC-00816,40,0.251,3,-0.8437,987,20,4.78,26,0.0724,Legacy,Mid-Market,Retail,LATAM,Late (15-29d),Support Issues,0
ACC-00817,50,0.8621,2,-0.4331,1014,72,3.51,16,-0.0384,Legacy,Enterprise,Manufacturing,Europe,Late (5-14d),Payment Problems,1
ACC-00818,33,0.3994,2,0.3306,1022,46,3.25,40,0.0015,Legacy,Mid-Market,Healthcare,North America,Late (15-29d),Inactive User,0
ACC-00819,18,0.4677,1,0.9826,857,9,-4.04,56,-0.0926,Legacy,SMB,Retail,North America,Failed,Inactive User,1
ACC-00820,57,0.8462,5,-0.4904,712,30,0.18,57,0.0616,Legacy,Mid-Market,Healthcare,APAC,Late (15-29d),Inactive User,1
ACC-00821,16,0.521,8,-0.0534,1033,25,-5.23,57,-0.0838,Legacy,Enterprise,Finance,APAC,Late (5-14d),Inactive User,0
ACC-00822,38,0.2057,4,-0.1039,385,24,13.47,56,0.1,Legacy,Mid-Market,Healthcare,Europe,Failed,Inactive User,0
ACC-00823,41,0.8763,1,-0.6317,1037,70,-5.62,31,-0.0059,Legacy,SMB,Technology,Europe,Late (5-14d),Inactive User,1
ACC-00824,7,0.0498,5,0.2201,917,41,-4.3,37,-0.0144,Legacy,SMB,Retail,LATAM,Late (15-29d),Inactive User,0
ACC-00825,78,0.8796,4,0.4494,156,68,8.02,25,-0.0016,Mature,SMB,Retail,Europe,Late (15-29d),Payment Problems,0
ACC-00826,53,0.0685,1,-0.7056,1038,7,-0.52,57,-0.0537,Legacy,Mid-Market,Manufacturing,Europe,On-Time,Inactive User,0
ACC-00827,63,0.6592,5,0.5142,633,31,3.02,1,0.0329,Legacy,Mid-Market,Finance,Europe,Late (15-29d),Payment Problems,1
ACC-00828,32,0.0888,1,0.4003,1043,51,-0.41,27,-0.0204,Legacy,Mid-Market,Manufacturing,LATAM,Failed,Low Feature Adoption,0
ACC-00829,38,0.698,3,-0.6053,80,55,-3.45,44,-0.0156,Growth,SMB,Manufacturing,North America,Late (5-14d),Inactive User,0
ACC-00830,22,0.0526,3,0.2979,1082,22,-3.44,22,0.0643,Legacy,Mid-Market,Finance,North America,Late (15-29d),Low Feature Adoption,0
ACC-00831,16,0.8288,5,-0.2127,808,25,4.31,49,-0.086,Legacy,SMB,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-00832,52,0.4673,2,0.3623,843,29,1.14,19,-0.0098,Legacy,SMB,Retail,Europe,On-Time,Other,1
ACC-00833,29,0.1097,1,-0.0078,449,89,6.02,35,-0.0055,Legacy,Enterprise,Healthcare,APAC,Late (5-14d),Inactive User,0
ACC-00834,16,0.6985,1,-0.9037,1012,31,5.95,41,0.0069,Legacy,Enterprise,Finance,LATAM,Late (5-14d),Inactive User,0
ACC-00835,76,0.4897,0,0.5739,854,22,2.88,54,-0.0278,Legacy,SMB,Manufacturing,APAC,Late (15-29d),Inactive User,1
ACC-00836,17,0.2033,5,0.1112,1054,60,5.24,21,-0.016,Legacy,SMB,Healthcare,Europe,Late (15-29d),Payment Problems,0
ACC-00837,64,0.035,5,0.4496,596,79,2.69,59,0.0925,Legacy,SMB,Finance,North America,Late (5-14d),Inactive User,1
ACC-00838,13,0.4213,2,-0.7479,400,7,1.9,10,0.025,Legacy,Enterprise,Finance,APAC,On-Time,Support Issues,0
ACC-00839,72,0.1022,3,0.4425,965,48,-1.62,27,-0.039,Legacy,SMB,Technology,APAC,Failed,Low Feature Adoption,0
ACC-00840,56,0.1104,3,-0.1727,690,25,-8.46,44,0.0326,Legacy,Enterprise,Technology,APAC,Failed,Inactive User,0
ACC-00841,5,0.2766,1,0.5985,998,40,-3.17,59,0.0023,Legacy,Enterprise,Retail,APAC,Failed,Inactive User,0
ACC-00842,12,0.6252,2,0.1983,231,86,7.24,57,0.0371,Mature,Mid-Market,Retail,North America,Failed,Inactive User,0
ACC-00843,41,0.5287,3,-0.2902,342,61,1.44,54,-0.0102,Mature,Mid-Market,Healthcare,North America,Late (5-14d),Inactive User,1
ACC-00844,3,0.0862,7,-0.5962,146,24,-2.01,21,-0.0404,Mature,Mid-Market,Retail,APAC,Late (5-14d),Low Engagement,0
ACC-00845,33,0.9497,4,0.6318,966,40,6.01,16,-0.0834,Legacy,Enterprise,Finance,LATAM,Late (5-14d),Adoption Declining,1
ACC-00846,50,0.8717,2,0.1204,604,51,-2.24,30,0.0576,Legacy,SMB,Finance,North America,Late (5-14d),Payment Problems,1
ACC-00847,56,0.2689,2,0.9749,273,12,3.54,10,0.0342,Mature,Mid-Market,Finance,North America,On-Time,Other,1
ACC-00848,9,0.1374,1,-0.253,566,27,6.65,35,0.0178,Legacy,Enterprise,Finance,Europe,Late (5-14d),Inactive User,1
ACC-00849,50,0.9247,2,0.3714,104,76,3.04,13,0.0324,Mature,SMB,Technology,Europe,Late (5-14d),Payment Problems,1
ACC-00850,29,0.4627,4,0.2456,415,54,5.31,34,0.0618,Legacy,Mid-Market,Finance,LATAM,Late (5-14d),Inactive User,1
ACC-00851,39,0.3187,1,0.2752,504,45,2.36,22,-0.0842,Legacy,Enterprise,Finance,LATAM,Late (15-29d),Adoption Declining,0
ACC-00852,45,0.4907,7,0.474,447,37,-9.52,28,0.0042,Legacy,Mid-Market,Finance,Europe,Failed,Payment Problems,0
ACC-00853,17,0.7618,1,-0.7218,376,16,6.55,22,-0.0905,Legacy,Mid-Market,Manufacturing,Europe,Late (15-29d),Support Issues,0
ACC-00854,56,0.1816,4,0.0993,669,36,4.01,43,-0.0197,Legacy,Enterprise,Healthcare,APAC,On-Time,Inactive User,1
ACC-00855,46,0.7568,2,0.0183,968,24,-1.52,59,0.0165,Legacy,Mid-Market,Healthcare,Europe,On-Time,Inactive User,1
ACC-00856,67,0.7395,1,-0.3149,984,66,-2.94,58,-0.0176,Legacy,Enterprise,Finance,LATAM,Failed,Inactive User,1
ACC-00857,69,0.5378,7,-0.1277,905,79,0.62,35,0.0881,Legacy,Enterprise,Finance,LATAM,Failed,Inactive User,0
ACC-00858,14,0.8512,5,0.0376,792,21,-6.0,15,-0.0146,Legacy,Mid-Market,Healthcare,Europe,Late (5-14d),Payment Problems,0
ACC-00859,67,0.1469,4,-0.3582,693,10,4.71,38,-0.0385,Legacy,SMB,Retail,LATAM,Failed,Inactive User,0
ACC-00860,23,0.5917,4,-0.4137,54,69,-0.76,19,0.0016,Growth,SMB,Manufacturing,North America,On-Time,Other,0
ACC-00861,61,0.4514,3,0.4765,739,46,-4.5,24,-0.0518,Legacy,SMB,Manufacturing,LATAM,Late (5-14d),Adoption Declining,1
ACC-00862,23,0.4254,5,-0.8662,206,15,3.32,18,-0.0438,Mature,Enterprise,Retail,APAC,On-Time,Support Issues,0
ACC-00863,27,0.2625,2,-0.3741,314,15,2.37,25,0.0468,Mature,Mid-Market,Finance,North America,Late (15-29d),Payment Problems,0
ACC-00864,54,0.3774,3,0.3074,92,32,4.08,31,0.0495,Mature,SMB,Healthcare,North America,Late (5-14d),Inactive User,0
ACC-00865,10,0.1238,5,-0.5825,1032,10,-6.42,49,0.0079,Legacy,Mid-Market,Manufacturing,North America,Late (5-14d),Inactive User,0
ACC-00866,77,0.2615,5,0.1445,691,87,3.68,20,0.0305,Legacy,SMB,Retail,Europe,Late (15-29d),Payment Problems,0
ACC-00867,16,0.2811,3,-0.3957,695,22,8.93,8,0.1,Legacy,SMB,Retail,APAC,On-Time,Other,0
ACC-00868,41,0.7118,2,0.6866,185,21,-0.21,42,-0.0029,Mature,Mid-Market,Technology,Europe,Failed,Inactive User,1
ACC-00869,55,0.0666,0,-0.3,996,58,-0.53,18,-0.0433,Legacy,Mid-Market,Retail,APAC,Late (5-14d),Low Feature Adoption,0
ACC-00870,61,0.6451,3,-0.541,878,75,-6.95,48,0.0268,Legacy,Mid-Market,Technology,LATAM,Failed,Inactive User,0
ACC-00871,49,0.2326,2,0.0602,718,11,0.41,56,0.0418,Legacy,Mid-Market,Technology,LATAM,Late (15-29d),Inactive User,0
ACC-00872,73,0.0986,0,-0.7287,177,26,-5.12,20,0.0467,Mature,SMB,Manufacturing,LATAM,On-Time,Support Issues,1
ACC-00873,52,0.3088,1,0.595,371,85,5.84,17,0.0572,Legacy,Mid-Market,Finance,North America,On-Time,Other,1
ACC-00874,2,0.2355,1,0.3601,505,24,12.13,5,0.0497,Legacy,Enterprise,Finance,LATAM,On-Time,Low Engagement,1
ACC-00875,50,0.55,2,0.541,590,8,12.26,34,0.026,Legacy,SMB,Retail,APAC,Failed,Inactive User,1
ACC-00876,43,0.3631,3,-0.2022,356,19,-4.28,13,0.0318,Mature,Enterprise,Healthcare,North America,Failed,Payment Problems,0
ACC-00877,77,0.9474,1,0.67,1019,10,-3.69,8,0.0205,Legacy,SMB,Healthcare,Europe,Failed,Payment Problems,1
ACC-00878,8,0.945,2,-0.0129,244,48,3.03,34,-0.0795,Mature,SMB,Technology,North America,Failed,Inactive User,1
ACC-00879,59,0.446,5,-0.8106,464,80,-1.15,1,-0.0859,Legacy,Enterprise,Retail,Europe,Late (5-14d),Support Issues,0
ACC-00880,65,0.7833,6,-0.5519,981,67,0.07,50,-0.0527,Legacy,SMB,Retail,Europe,Failed,Inactive User,1
ACC-00881,12,0.0327,5,0.4221,752,14,12.27,5,0.041,Legacy,Enterprise,Finance,Europe,Late (15-29d),Low Feature Adoption,0
ACC-00882,4,0.5459,6,0.7928,61,73,-5.42,34,-0.0219,Growth,SMB,Healthcare,North America,Late (5-14d),Low Engagement,0
ACC-00883,77,0.7336,1,-0.8096,699,69,1.33,56,0.0068,Legacy,Mid-Market,Manufacturing,LATAM,On-Time,Inactive User,1
ACC-00884,41,0.2283,1,0.7284,314,15,1.9,24,0.0782,Mature,SMB,Retail,Europe,Failed,Payment Problems,1
ACC-00885,7,0.0787,7,0.5981,458,17,5.25,8,0.0542,Legacy,Enterprise,Retail,APAC,Failed,Low Feature Adoption,0
ACC-00886,69,0.1697,2,-0.2869,315,48,-4.31,49,-0.1,Mature,Mid-Market,Finance,APAC,Late (5-14d),Inactive User,0
ACC-00887,69,0.4442,2,0.3786,1072,19,7.42,30,0.0365,Legacy,Mid-Market,Manufacturing,APAC,On-Time,Other,1
ACC-00888,30,0.5061,3,-0.6261,47,42,1.31,6,0.0028,Growth,Mid-Market,Manufacturing,APAC,On-Time,Support Issues,0
ACC-00889,73,0.3856,4,0.6268,798,19,-4.14,27,-0.0328,Legacy,Mid-Market,Manufacturing,Europe,Late (15-29d),Payment Problems,1
ACC-00890,6,0.4424,4,0.3147,619,18,-0.9,1,-0.0164,Legacy,SMB,Manufacturing,APAC,Late (5-14d),Payment Problems,0
ACC-00891,19,0.4714,2,-0.1223,1039,43,5.01,0,-0.0157,Legacy,Enterprise,Healthcare,North America,Late (15-29d),Payment Problems,1
ACC-00892,66,0.7587,1,0.729,223,80,10.41,36,-0.0656,Mature,Mid-Market,Technology,APAC,Late (5-14d),Inactive User,1
ACC-00893,10,0.121,3,-0.7215,531,79,-1.76,58,0.0122,Legacy,Enterprise,Manufacturing,APAC,Late (5-14d),Inactive User,1
ACC-00894,16,0.7582,2,0.6916,1017,58,10.58,58,0.1,Legacy,Enterprise,Technology,LATAM,Late (5-14d),Inactive User,0
ACC-00895,37,0.6811,4,-0.9522,143,77,6.21,23,0.0508,Mature,Mid-Market,Technology,North America,On-Time,Support Issues,1
ACC-00896,79,0.732,5,0.5064,976,8,-2.55,34,-0.1,Legacy,Enterprise,Finance,North America,Late (15-29d),Inactive User,1
ACC-00897,77,0.7251,1,0.1467,860,62,3.01,6,0.0146,Legacy,Enterprise,Manufacturing,LATAM,Late (15-29d),Payment Problems,1
ACC-00898,77,0.4718,7,0.3934,954,66,4.36,37,0.0146,Legacy,Enterprise,Healthcare,APAC,Failed,Inactive User,1
ACC-00899,32,0.2229,3,-0.1753,84,29,-1.2,58,-0.0497,Growth,Enterprise,Finance,Europe,Late (15-29d),Inactive User,0
ACC-00900,47,0.5352,1,0.7289,829,46,-3.22,28,-0.0605,Legacy,SMB,Finance,North America,Failed,Adoption Declining,1
ACC-00901,72,0.9397,8,-0.3737,807,70,-0.67,0,0.0449,Legacy,SMB,Technology,Europe,Failed,Payment Problems,0
ACC-00902,43,0.585,2,-0.4501,191,29,-1.94,59,0.0052,Mature,SMB,Retail,Europe,On-Time,Inactive User,1
ACC-00903,36,0.0306,3,-0.3965,116,35,1.38,54,-0.0239,Mature,Enterprise,Healthcare,APAC,Failed,Inactive User,1
ACC-00904,26,0.0773,3,0.5487,84,84,10.91,50,0.0301,Growth,SMB,Manufacturing,Europe,Late (5-14d),Inactive User,0
ACC-00905,10,0.9731,6,-0.0094,1061,57,2.29,29,0.1,Legacy,Mid-Market,Manufacturing,Europe,Late (5-14d),Payment Problems,0
ACC-00906,31,0.0891,2,0.0742,862,75,9.04,51,0.0129,Legacy,Enterprise,Healthcare,Europe,On-Time,Inactive User,0
ACC-00907,29,0.0642,4,0.6633,342,37,2.84,45,0.0146,Mature,SMB,Manufacturing,LATAM,Late (5-14d),Inactive User,0
ACC-00908,5,0.3589,1,0.6667,788,56,14.47,31,-0.0011,Legacy,SMB,Retail,LATAM,Late (5-14d),Inactive User,1
ACC-00909,77,0.9505,4,-0.6765,472,26,-4.07,9,-0.0196,Legacy,Enterprise,Retail,APAC,Late (15-29d),Support Issues,1
ACC-00910,1,0.3259,2,0.0995,357,61,-10.33,33,0.041,Mature,Enterprise,Manufacturing,North America,On-Time,Low Engagement,0
ACC-00911,3,0.4135,3,-0.748,790,87,1.37,10,-0.0096,Legacy,Enterprise,Finance,APAC,Late (5-14d),Low Engagement,0
ACC-00912,67,0.6287,7,0.7371,608,8,2.0,47,0.025,Legacy,Mid-Market,Manufacturing,North America,On-Time,Inactive User,1
ACC-00913,71,0.0431,4,0.674,1036,31,7.88,48,0.075,Legacy,SMB,Manufacturing,Europe,On-Time,Inactive User,1
ACC-00914,35,0.8819,4,0.6987,125,19,9.52,36,0.0372,Mature,Mid-Market,Healthcare,North America,Late (5-14d),Inactive User,0
ACC-00915,15,0.5187,5,0.4097,843,76,-7.8,53,-0.0637,Legacy,SMB,Retail,North America,Late (5-14d),Inactive User,0
ACC-00916,67,0.4681,0,-0.0662,520,73,-0.86,26,-0.0666,Legacy,Enterprise,Finance,North America,Failed,Adoption Declining,1
ACC-00917,30,0.8463,3,-0.1906,481,64,0.7,49,0.0627,Legacy,SMB,Healthcare,North America,On-Time,Inactive User,1
ACC-00918,75,0.935,1,-0.2096,194,88,-5.77,47,-0.0056,Mature,Enterprise,Healthcare,LATAM,On-Time,Inactive User,1
ACC-00919,43,0.4265,5,-0.8676,211,81,-0.7,9,0.013,Mature,SMB,Finance,Europe,Late (5-14d),Support Issues,0
ACC-00920,60,0.1855,1,0.8977,498,70,5.45,37,-0.0396,Legacy,Mid-Market,Finance,North America,Failed,Inactive User,1
ACC-00921,40,0.8031,4,-0.0994,939,75,5.81,21,0.0308,Legacy,SMB,Healthcare,North America,Late (15-29d),Payment Problems,1
ACC-00922,65,0.4071,4,0.8602,764,89,1.87,23,0.0944,Legacy,Enterprise,Manufacturing,Europe,Late (5-14d),Payment Problems,1
ACC-00923,29,0.9181,1,0.7585,852,65,8.48,7,0.0076,Legacy,Mid-Market,Finance,North America,Failed,Payment Problems,1
ACC-00924,74,0.9319,7,0.6572,973,66,1.74,5,0.0324,Legacy,Mid-Market,Technology,APAC,On-Time,Other,1
ACC-00925,19,0.1302,4,0.1766,36,89,6.4,54,0.0623,Growth,SMB,Finance,North America,On-Time,Inactive User,0
ACC-00926,3,0.9383,1,-0.7969,359,68,-4.19,3,0.084,Mature,SMB,Healthcare,APAC,Late (5-14d),Low Engagement,0
ACC-00927,36,0.3735,1,-0.3522,804,22,-3.86,4,-0.034,Legacy,Mid-Market,Technology,APAC,Failed,Payment Problems,0
ACC-00928,43,0.6404,1,0.2072,180,74,10.39,5,0.0207,Mature,SMB,Healthcare,APAC,Late (5-14d),Payment Problems,0
ACC-00929,15,0.0534,5,-0.9731,176,21,-2.44,46,0.0638,Mature,Enterprise,Retail,LATAM,On-Time,Inactive User,0
ACC-00930,41,0.8733,3,-0.9147,944,61,5.07,31,0.0777,Legacy,Enterprise,Retail,LATAM,Failed,Inactive User,1
ACC-00931,36,0.6359,1,0.3553,729,41,-2.63,37,-0.0212,Legacy,SMB,Manufacturing,Europe,Failed,Inactive User,1
ACC-00932,77,0.6378,4,0.7764,111,61,1.95,50,-0.0335,Mature,Mid-Market,Finance,APAC,On-Time,Inactive User,1
ACC-00933,33,0.8861,7,0.7103,543,20,-0.68,56,-0.0077,Legacy,SMB,Healthcare,LATAM,On-Time,Inactive User,0
ACC-00934,5,0.508,1,-0.6637,844,55,3.58,19,-0.016,Legacy,Mid-Market,Technology,APAC,Late (15-29d),Support Issues,0
ACC-00935,78,0.4141,3,0.8225,738,89,3.55,39,-0.0139,Legacy,Mid-Market,Finance,LATAM,Late (15-29d),Inactive User,1
ACC-00936,14,0.8515,2,0.3926,775,13,-3.31,44,0.0206,Legacy,Enterprise,Manufacturing,Europe,On-Time,Inactive User,1
ACC-00937,68,0.7327,1,0.4327,1052,36,3.75,35,-0.027,Legacy,SMB,Healthcare,Europe,Failed,Inactive User,1
ACC-00938,47,0.931,3,-0.3919,736,89,-5.71,53,0.078,Legacy,Mid-Market,Healthcare,LATAM,On-Time,Inactive User,1
ACC-00939,54,0.9225,2,0.432,500,55,8.63,48,-0.0202,Legacy,Mid-Market,Retail,LATAM,Late (5-14d),Inactive User,1
ACC-00940,4,0.387,4,0.4195,425,22,1.8,13,-0.0301,Legacy,Mid-Market,Manufacturing,APAC,On-Time,Low Engagement,0
ACC-00941,9,0.4491,1,0.1893,290,57,-15.14,49,-0.0585,Mature,Mid-Market,Healthcare,Europe,Failed,Inactive User,0
ACC-00942,53,0.2657,3,-0.2854,834,78,-6.54,46,0.0629,Legacy,Enterprise,Retail,North America,Late (15-29d),Inactive User,0
ACC-00943,77,0.6542,1,0.622,963,88,3.42,53,-0.0647,Legacy,Enterprise,Retail,APAC,On-Time,Inactive User,1
ACC-00944,78,0.37,1,0.875,934,86,4.8,18,0.0229,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Payment Problems,1
ACC-00945,60,0.7747,3,0.7398,969,89,-1.95,10,0.0347,Legacy,Enterprise,Manufacturing,APAC,Late (5-14d),Payment Problems,0
ACC-00946,46,0.1367,2,-0.514,883,48,0.79,38,-0.1,Legacy,Enterprise,Manufacturing,North America,Failed,Inactive User,1
ACC-00947,54,0.1317,7,-0.1087,622,23,3.63,0,-0.0654,Legacy,SMB,Healthcare,Europe,Late (15-29d),Low Feature Adoption,0
ACC-00948,74,0.2163,6,-0.3152,743,69,6.56,34,-0.0189,Legacy,SMB,Technology,North America,Late (5-14d),Inactive User,0
ACC-00949,37,0.1009,1,0.415,661,51,4.54,18,0.0947,Legacy,Enterprise,Finance,LATAM,Failed,Low Feature Adoption,0
ACC-00950,23,0.6152,2,0.663,88,83,-2.8,59,-0.0189,Growth,Mid-Market,Healthcare,LATAM,Failed,Inactive User,0
ACC-00951,27,0.1615,2,-0.5684,157,13,6.82,32,-0.0252,Mature,Mid-Market,Retail,LATAM,Late (15-29d),Inactive User,0
ACC-00952,70,0.1736,2,0.8946,765,33,-10.87,31,-0.0375,Legacy,SMB,Finance,LATAM,Late (15-29d),Inactive User,1
ACC-00953,66,0.0337,1,0.3547,750,16,-1.4,35,-0.0383,Legacy,SMB,Finance,LATAM,Late (15-29d),Inactive User,1
ACC-00954,61,0.7708,2,-0.5631,555,40,3.1,23,-0.0318,Legacy,SMB,Healthcare,North America,Failed,Support Issues,0
ACC-00955,77,0.7998,2,-0.2578,550,42,-6.03,42,-0.0336,Legacy,Enterprise,Technology,Europe,Failed,Inactive User,1
ACC-00956,51,0.1755,2,-0.7908,581,31,0.27,6,-0.0357,Legacy,Mid-Market,Manufacturing,Europe,Failed,Support Issues,0
ACC-00957,50,0.7299,2,0.1941,266,12,2.77,6,-0.0358,Mature,Mid-Market,Technology,APAC,Late (15-29d),Payment Problems,0
ACC-00958,19,0.4362,2,-0.6616,523,30,-3.88,45,-0.0191,Legacy,SMB,Healthcare,APAC,Late (15-29d),Inactive User,0
ACC-00959,1,0.25,0,0.3862,33,24,0.95,46,0.0475,Growth,SMB,Manufacturing,APAC,Late (5-14d),Low Engagement,0
ACC-00960,40,0.6165,1,0.4745,695,12,-6.11,4,-0.0561,Legacy,SMB,Finance,LATAM,On-Time,Adoption Declining,1
ACC-00961,32,0.1913,4,-0.0413,471,35,5.03,13,-0.0323,Legacy,SMB,Retail,Europe,Late (5-14d),Low Feature Adoption,1
ACC-00962,22,0.7466,3,-0.8124,58,31,2.67,44,-0.026,Growth,Enterprise,Technology,LATAM,On-Time,Inactive User,0
ACC-00963,66,0.0657,3,0.2217,639,61,3.69,51,-0.0,Legacy,Mid-Market,Manufacturing,APAC,Late (5-14d),Inactive User,0
ACC-00964,40,0.9408,5,-0.2556,834,87,-0.35,25,-0.0381,Legacy,Enterprise,Technology,LATAM,Late (15-29d),Payment Problems,1
ACC-00965,38,0.089,4,0.8993,104,52,-8.33,53,0.1,Mature,Mid-Market,Manufacturing,North America,Failed,Inactive User,0
ACC-00966,48,0.5763,0,0.0264,867,30,-0.66,49,0.0292,Legacy,Enterprise,Retail,APAC,On-Time,Inactive User,1
ACC-00967,55,0.8861,3,-0.8555,157,81,8.63,0,0.0487,Mature,Mid-Market,Healthcare,Europe,Failed,Support Issues,0
ACC-00968,75,0.0314,2,0.2721,71,32,5.08,12,0.0119,Growth,Enterprise,Healthcare,Europe,On-Time,Low Feature Adoption,0
ACC-00969,55,0.4986,3,0.5587,70,34,8.73,22,0.0702,Growth,Mid-Market,Manufacturing,APAC,Failed,Payment Problems,1
ACC-00970,51,0.356,6,-0.679,963,9,0.28,19,-0.0572,Legacy,Enterprise,Manufacturing,Europe,Late (5-14d),Support Issues,0
ACC-00971,60,0.5771,2,-0.1019,63,81,-3.46,6,-0.0279,Growth,Mid-Market,Healthcare,Europe,Failed,Payment Problems,1
ACC-00972,8,0.2364,4,0.4864,1070,44,2.93,5,-0.0408,Legacy,SMB,Finance,APAC,On-Time,Other,0
ACC-00973,68,0.0823,5,-0.959,1027,67,-0.96,58,-0.0086,Legacy,Mid-Market,Finance,APAC,Late (15-29d),Inactive User,0
